id,Rout ID,Route,Bus stop name,Latitude,Longitude
346,0,Circulation line counterclockwise,________,34.945917,137.071971
347,0,Circulation line counterclockwise,___,34.943536,137.069101
348,0,Circulation line counterclockwise,______,34.940746,137.078221
350,0,Circulation line counterclockwise,_____,34.947522,137.084076
351,0,Circulation line counterclockwise,____,34.949877,137.085777
352,0,Circulation line counterclockwise,__,34.952585,137.087719
353,0,Circulation line counterclockwise,____,34.953232,137.09215
354,0,Circulation line counterclockwise,___,34.954293,137.091072
355,0,Circulation line counterclockwise,____,34.95581,137.089513
356,0,Circulation line counterclockwise,____,34.956826,137.088448
357,0,Circulation line counterclockwise,_____,34.959094,137.085996
358,0,Circulation line counterclockwise,_____,34.959851,137.083542
359,0,Circulation line counterclockwise,___,34.958617,137.081284
360,0,Circulation line counterclockwise,___,34.955452,137.079401
361,0,Circulation line counterclockwise,__,34.95315,137.07828
362,0,Circulation line counterclockwise,____,34.950385,137.076939
363,0,Circulation line counterclockwise,____,34.948472,137.075048
364,0,Circulation line counterclockwise,________,34.945917,137.071971
365,0,Circulation line counterclockwise,___,34.943536,137.069101
366,0,Circulation line counterclockwise,______,34.940746,137.078221
368,0,Circulation line counterclockwise,_____,34.947522,137.084076
369,0,Circulation line counterclockwise,____,34.949877,137.085777
370,0,Circulation line counterclockwise,__,34.952585,137.087719
371,0,Circulation line counterclockwise,____,34.953232,137.09215
372,0,Circulation line counterclockwise,___,34.954293,137.091072
373,0,Circulation line counterclockwise,____,34.95581,137.089513
374,0,Circulation line counterclockwise,____,34.956826,137.088448
375,0,Circulation line counterclockwise,_____,34.959094,137.085996
376,0,Circulation line counterclockwise,_____,34.959851,137.083542
377,0,Circulation line counterclockwise,___,34.958617,137.081284
378,0,Circulation line counterclockwise,___,34.955452,137.079401
379,0,Circulation line counterclockwise,__,34.95315,137.07828
380,0,Circulation line counterclockwise,____,34.950385,137.076939
381,0,Circulation line counterclockwise,____,34.948472,137.075048
382,0,Circulation line counterclockwise,________,34.945917,137.071971
383,0,Circulation line counterclockwise,___,34.943536,137.069101
384,0,Circulation line counterclockwise,______,34.940746,137.078221
386,0,Circulation line counterclockwise,_____,34.947522,137.084076
387,0,Circulation line counterclockwise,____,34.949877,137.085777
388,0,Circulation line counterclockwise,__,34.952585,137.087719
389,0,Circulation line counterclockwise,____,34.953232,137.09215
390,0,Circulation line counterclockwise,___,34.954293,137.091072
391,0,Circulation line counterclockwise,____,34.95581,137.089513
392,0,Circulation line counterclockwise,____,34.956826,137.088448
393,0,Circulation line counterclockwise,_____,34.959094,137.085996
394,0,Circulation line counterclockwise,_____,34.959851,137.083542
395,0,Circulation line counterclockwise,___,34.958617,137.081284
396,0,Circulation line counterclockwise,___,34.955452,137.079401
397,0,Circulation line counterclockwise,__,34.95315,137.07828
398,0,Circulation line counterclockwise,____,34.950385,137.076939
399,0,Circulation line counterclockwise,____,34.948472,137.075048
400,0,Circulation line counterclockwise,________,34.945917,137.071971
401,0,Circulation line counterclockwise,___,34.943536,137.069101
402,0,Circulation line counterclockwise,______,34.940746,137.078221
404,0,Circulation line counterclockwise,_____,34.947522,137.084076
405,0,Circulation line counterclockwise,____,34.949877,137.085777
406,0,Circulation line counterclockwise,__,34.952585,137.087719
407,0,Circulation line counterclockwise,____,34.953232,137.09215
408,0,Circulation line counterclockwise,___,34.954293,137.091072
409,0,Circulation line counterclockwise,____,34.95581,137.089513
410,0,Circulation line counterclockwise,____,34.956826,137.088448
411,0,Circulation line counterclockwise,_____,34.959094,137.085996
412,0,Circulation line counterclockwise,_____,34.959851,137.083542
413,0,Circulation line counterclockwise,___,34.958617,137.081284
414,0,Circulation line counterclockwise,___,34.955452,137.079401
415,0,Circulation line counterclockwise,__,34.95315,137.07828
416,0,Circulation line counterclockwise,____,34.950385,137.076939
417,0,Circulation line counterclockwise,____,34.948472,137.075048
418,0,Circulation line counterclockwise,________,34.945917,137.071971
419,0,Circulation line counterclockwise,___,34.943536,137.069101
420,0,Circulation line counterclockwise,______,34.940746,137.078221
422,0,Circulation line counterclockwise,_____,34.947522,137.084076
423,0,Circulation line counterclockwise,____,34.949877,137.085777
424,0,Circulation line counterclockwise,__,34.952585,137.087719
425,0,Circulation line counterclockwise,____,34.953232,137.09215
426,0,Circulation line counterclockwise,___,34.954293,137.091072
427,0,Circulation line counterclockwise,____,34.95581,137.089513
428,0,Circulation line counterclockwise,____,34.956826,137.088448
429,0,Circulation line counterclockwise,_____,34.959094,137.085996
430,0,Circulation line counterclockwise,_____,34.959851,137.083542
431,0,Circulation line counterclockwise,___,34.958617,137.081284
432,0,Circulation line counterclockwise,___,34.955452,137.079401
433,0,Circulation line counterclockwise,__,34.95315,137.07828
434,0,Circulation line counterclockwise,____,34.950385,137.076939
435,0,Circulation line counterclockwise,____,34.948472,137.075048
436,0,Circulation line counterclockwise,________,34.945917,137.071971
437,0,Circulation line counterclockwise,___,34.943536,137.069101
438,0,Circulation line counterclockwise,______,34.940746,137.078221
440,0,Circulation line counterclockwise,_____,34.947522,137.084076
441,0,Circulation line counterclockwise,____,34.949877,137.085777
442,0,Circulation line counterclockwise,__,34.952585,137.087719
443,0,Circulation line counterclockwise,____,34.953232,137.09215
444,0,Circulation line counterclockwise,___,34.954293,137.091072
445,0,Circulation line counterclockwise,____,34.95581,137.089513
446,0,Circulation line counterclockwise,____,34.956826,137.088448
447,0,Circulation line counterclockwise,_____,34.959094,137.085996
448,0,Circulation line counterclockwise,_____,34.959851,137.083542
449,0,Circulation line counterclockwise,___,34.958617,137.081284
450,0,Circulation line counterclockwise,___,34.955452,137.079401
451,0,Circulation line counterclockwise,__,34.95315,137.07828
452,0,Circulation line counterclockwise,____,34.950385,137.076939
453,0,Circulation line counterclockwise,____,34.948472,137.075048
454,0,Circulation line counterclockwise,________,34.945917,137.071971
455,0,Circulation line counterclockwise,___,34.943536,137.069101
456,0,Circulation line counterclockwise,______,34.940746,137.078221
458,0,Circulation line counterclockwise,_____,34.947522,137.084076
459,0,Circulation line counterclockwise,____,34.949877,137.085777
460,0,Circulation line counterclockwise,__,34.952585,137.087719
461,0,Circulation line counterclockwise,____,34.953232,137.09215
462,0,Circulation line counterclockwise,___,34.954293,137.091072
463,0,Circulation line counterclockwise,____,34.95581,137.089513
464,0,Circulation line counterclockwise,____,34.956826,137.088448
465,0,Circulation line counterclockwise,_____,34.959094,137.085996
466,0,Circulation line counterclockwise,_____,34.959851,137.083542
467,0,Circulation line counterclockwise,___,34.958617,137.081284
468,0,Circulation line counterclockwise,___,34.955452,137.079401
469,0,Circulation line counterclockwise,__,34.95315,137.07828
