row_i,rsrv_no,station_in,station_name_in,station_out,station_name_out,veh_type,veh_reg,veh_no,trip_duration,enrg_used,age_driver,id,gender,profes,time_rsrv,time_dep,time_pln_arr,time_in,time_out,lat_in,lng_in,lat_out,lng_out,commute,tempCelcius,rainfall-mm
1003,USR-03596,STN-00204,ＪＲ安城駅前第１駐車場,STN-00198,安城市役所,P-COM,安城市0み404,404,5.51666666667,48.3196,48,04a92482973b84,male_男性,civil_servant_公務員,2015-05-25 08:00:00,2015-05-27 08:00:00,2015-05-27 09:00:00,2015-05-27 08:00:00,2015-05-27 08:00:00,34.95951,137.087292,34.95856945,137.0797999,commute,20.6,0.0
1004,USR-03598,STN-00204,ＪＲ安城駅前第１駐車場,STN-00193,ドミー安城横山店,P-COM,安城市0み404,404,7.16666666667,125.2221,48,04a92482973b84,male_男性,civil_servant_公務員,2015-05-25 08:00:00,2015-05-28 08:00:00,2015-05-28 11:00:00,2015-05-28 08:00:00,2015-05-28 08:00:00,34.95951,137.087292,34.95995552,137.0733101,commute,20.6,0.0
1005,USR-03555,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み406,F01140277,6.71666666667,139.9279,48,04a92482973b84,male_男性,civil_servant_公務員,2015-05-22 12:00:00,2015-05-22 17:00:00,2015-05-22 18:00:00,2015-05-22 17:00:00,2015-05-22 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,23.0,0.0
1006,USR-03538,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み402,402,7.03333333333,127.6283,48,04a92482973b84,male_男性,civil_servant_公務員,2015-05-21 08:00:00,2015-05-21 17:00:00,2015-05-21 18:00:00,2015-05-21 17:00:00,2015-05-21 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,18.3,0.0
1007,USR-03539,STN-00204,ＪＲ安城駅前第１駐車場,STN-00193,ドミー安城横山店,P-COM,安城市0み404,404,9.95,108.1735,48,04a92482973b84,male_男性,civil_servant_公務員,2015-05-21 08:00:00,2015-05-26 08:00:00,2015-05-26 10:00:00,2015-05-26 08:00:00,2015-05-26 08:00:00,34.95951,137.087292,34.95995552,137.0733101,commute,18.3,0.0
1008,USR-03522,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み406,F01140277,6.03333333333,143.4289,48,04a92482973b84,male_男性,civil_servant_公務員,2015-05-20 08:00:00,2015-05-20 17:00:00,2015-05-20 18:00:00,2015-05-20 17:00:00,2015-05-20 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,21.4,0.0
1009,USR-03521,STN-00195,中央図書館,STN-00195,中央図書館,P-COM,安城市0み401,401,95.0833333333,998.6268,60,04d8be82973b80,,,2015-05-20 08:00:00,2015-05-21 12:00:00,2015-05-21 15:00:00,2015-05-21 13:00:00,2015-05-21 14:00:00,34.94673564,137.0765226,34.94673564,137.0765226,errand,21.4,0.0
1010,USR-03517,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み407,407,4.53333333333,143.6113,48,04a92482973b84,male_男性,civil_servant_公務員,2015-05-19 14:00:00,2015-05-19 17:00:00,2015-05-19 18:00:00,2015-05-19 17:00:00,2015-05-19 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,24.3,0.0
1011,USR-03497,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み401,401,5.51666666667,144.2131,48,04a92482973b84,male_男性,civil_servant_公務員,2015-05-17 20:00:00,2015-05-18 17:00:00,2015-05-18 18:00:00,2015-05-18 17:00:00,2015-05-18 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,20.6,0.0
1012,USR-03496,STN-00204,ＪＲ安城駅前第１駐車場,STN-00198,安城市役所,P-COM,安城市0み402,402,4.85,47.9312,48,04a92482973b84,male_男性,civil_servant_公務員,2015-05-17 20:00:00,2015-05-22 08:00:00,2015-05-22 09:00:00,2015-05-22 08:00:00,2015-05-22 08:00:00,34.95951,137.087292,34.95856945,137.0797999,commute,20.6,0.0
1013,USR-03494,STN-00204,ＪＲ安城駅前第１駐車場,STN-00198,安城市役所,B-COM,安城市0み411,411,4.61666666667,53.615,48,04a92482973b84,male_男性,civil_servant_公務員,2015-05-17 20:00:00,2015-05-20 08:00:00,2015-05-20 09:00:00,2015-05-20 08:00:00,2015-05-20 08:00:00,34.95951,137.087292,34.95856945,137.0797999,commute,20.6,0.0
1014,USR-03408,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み407,407,9.7,100.3771,48,04a92482973b84,male_男性,civil_servant_公務員,2015-05-11 12:00:00,2015-05-12 17:00:00,2015-05-12 18:00:00,2015-05-12 17:00:00,2015-05-12 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,20.8,0.0
1015,USR-03409,STN-00202,碧海信用金庫本店,STN-00202,碧海信用金庫本店,P-COM,安城市0み404,404,79.6833333333,1078.3726,65,0487c382973b80,male_男性,office_worker_会社員,2015-05-11 12:00:00,2015-05-11 13:00:00,2015-05-11 16:00:00,2015-05-11 14:00:00,2015-05-11 15:00:00,34.95775399,137.0852319,34.95775399,137.0852319,errand,20.8,0.0
1016,USR-03252,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み402,402,4.6,133.6319,48,04a92482973b84,male_男性,civil_servant_公務員,2015-04-30 08:00:00,2015-05-01 17:00:00,2015-05-01 18:00:00,2015-05-01 17:00:00,2015-05-01 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,19.6,0.0
1017,USR-03251,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み406,F01140277,8.46666666667,109.3134,48,04a92482973b84,male_男性,civil_servant_公務員,2015-04-30 08:00:00,2015-04-30 17:00:00,2015-04-30 18:00:00,2015-04-30 17:00:00,2015-04-30 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,19.6,0.0
1018,USR-03186,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み401,401,7.73333333333,101.6864,49,04bfbb82973b80,female_女性,office_worker_会社員,2015-04-26 15:00:00,2015-04-29 17:00:00,2015-04-29 18:00:00,2015-04-29 17:00:00,2015-04-29 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,23.0,0.0
1019,USR-03206,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み406,F01140277,7.8,122.288,48,04a92482973b84,male_男性,civil_servant_公務員,2015-04-27 17:00:00,2015-04-28 17:00:00,2015-04-28 18:00:00,2015-04-28 17:00:00,2015-04-28 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,24.8,0.0
1020,USR-03132,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み407,407,8.7,107.0105,48,04a92482973b84,male_男性,civil_servant_公務員,2015-04-21 23:00:00,2015-04-23 17:00:00,2015-04-23 18:00:00,2015-04-23 17:00:00,2015-04-23 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,15.1,0.0
1021,USR-03125,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み406,F01140277,8.2,130.0602,48,04a92482973b84,male_男性,civil_servant_公務員,2015-04-21 09:00:00,2015-04-22 17:00:00,2015-04-22 18:00:00,2015-04-22 17:00:00,2015-04-22 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,17.1,0.0
1022,USR-03112,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み406,F01140277,10.2666666667,95.2414,48,04a92482973b84,male_男性,civil_servant_公務員,2015-04-20 08:00:00,2015-04-21 17:00:00,2015-04-21 18:00:00,2015-04-21 17:00:00,2015-04-21 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,17.4,1.5
1023,USR-03113,STN-00204,ＪＲ安城駅前第１駐車場,STN-00198,安城市役所,P-COM,安城市0み406,F01140277,5.11666666667,50.2364,48,04a92482973b84,male_男性,civil_servant_公務員,2015-04-20 08:00:00,2015-04-22 08:00:00,2015-04-22 09:00:00,2015-04-22 08:00:00,2015-04-22 08:00:00,34.95951,137.087292,34.95856945,137.0797999,commute,17.4,1.5
1024,USR-03111,STN-00204,ＪＲ安城駅前第１駐車場,STN-00198,安城市役所,P-COM,安城市0み401,401,4.1,56.3411,48,04a92482973b84,male_男性,civil_servant_公務員,2015-04-20 08:00:00,2015-04-21 08:00:00,2015-04-21 09:00:00,2015-04-21 08:00:00,2015-04-21 08:00:00,34.95951,137.087292,34.95856945,137.0797999,commute,17.4,1.5
1025,USR-03063,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み407,407,9.96666666667,111.1899,48,04a92482973b84,male_男性,civil_servant_公務員,2015-04-15 17:00:00,2015-04-20 17:00:00,2015-04-20 18:00:00,2015-04-20 17:00:00,2015-04-20 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,12.4,0.0
1026,USR-03062,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み402,402,7.21666666667,116.5907,48,04a92482973b84,male_男性,civil_servant_公務員,2015-04-15 17:00:00,2015-04-17 17:00:00,2015-04-17 18:00:00,2015-04-17 17:00:00,2015-04-17 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,12.4,0.0
1027,USR-03061,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み407,407,7.18333333333,130.0865,48,04a92482973b84,male_男性,civil_servant_公務員,2015-04-15 17:00:00,2015-04-16 17:00:00,2015-04-16 18:00:00,2015-04-16 17:00:00,2015-04-16 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,12.4,0.0
1028,USR-03031,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み406,F01140277,6.86666666667,133.5452,48,04a92482973b84,male_男性,civil_servant_公務員,2015-04-13 08:00:00,2015-04-15 17:00:00,2015-04-15 18:00:00,2015-04-15 17:00:00,2015-04-15 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,11.8,1.0
1029,USR-02993,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み407,407,7.98333333333,151.2621,48,04a92482973b84,male_男性,civil_servant_公務員,2015-04-10 13:00:00,2015-04-14 17:00:00,2015-04-14 18:00:00,2015-04-14 17:00:00,2015-04-14 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,10.2,1.0
1030,USR-02942,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み402,402,5.53333333333,142.3829,48,04a92482973b84,male_男性,civil_servant_公務員,2015-04-07 20:00:00,2015-04-13 17:00:00,2015-04-13 18:00:00,2015-04-13 17:00:00,2015-04-13 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,10.3,0.0
1031,USR-02945,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み407,407,9.01666666667,104.4906,60,0455ba82973b80,male_男性,other,2015-04-07 20:00:00,2015-04-09 12:00:00,2015-04-09 13:00:00,2015-04-09 12:00:00,2015-04-09 13:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,10.3,0.0
1032,USR-02944,STN-00201,碧海信用金庫南安城店,STN-00193,ドミー安城横山店,P-COM,安城市0み407,407,32.4166666667,221.2134,60,0455ba82973b80,male_男性,other,2015-04-07 20:00:00,2015-04-08 13:00:00,2015-04-08 15:00:00,2015-04-08 13:00:00,2015-04-08 14:00:00,34.954064,137.091118,34.95995552,137.0733101,commute,10.3,0.0
1033,USR-02943,STN-00198,安城市役所,STN-00201,碧海信用金庫南安城店,P-COM,安城市0み407,407,11.2166666667,124.7179,60,0455ba82973b80,male_男性,other,2015-04-07 20:00:00,2015-04-08 08:00:00,2015-04-08 09:00:00,2015-04-08 08:00:00,2015-04-08 08:00:00,34.95856945,137.0797999,34.954064,137.091118,commute,10.3,0.0
1034,USR-02918,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み401,401,4.46666666667,164.6101,48,04a92482973b84,male_男性,civil_servant_公務員,2015-04-05 22:00:00,2015-04-10 17:00:00,2015-04-10 18:00:00,2015-04-10 17:00:00,2015-04-10 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,14.1,0.0
1035,USR-02917,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み404,404,6.9,152.5028,48,04a92482973b84,male_男性,civil_servant_公務員,2015-04-05 22:00:00,2015-04-09 17:00:00,2015-04-09 18:00:00,2015-04-09 17:00:00,2015-04-09 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,14.1,0.0
1036,USR-02916,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み401,401,7.21666666667,152.9067,48,04a92482973b84,male_男性,civil_servant_公務員,2015-04-05 22:00:00,2015-04-08 17:00:00,2015-04-08 18:00:00,2015-04-08 17:00:00,2015-04-08 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,14.1,0.0
1037,USR-02899,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み407,407,9.9,119.3246,48,04a92482973b84,male_男性,civil_servant_公務員,2015-04-05 08:00:00,2015-04-07 17:00:00,2015-04-07 18:00:00,2015-04-07 17:00:00,2015-04-07 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,12.8,0.5
1038,USR-02891,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み406,F01140277,7.13333333333,133.2162,48,04a92482973b84,male_男性,civil_servant_公務員,2015-04-04 17:00:00,2015-04-06 17:00:00,2015-04-06 18:00:00,2015-04-06 17:00:00,2015-04-06 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,16.5,0.0
1039,USR-02828,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み407,407,8.91666666667,105.218,48,04a92482973b84,male_男性,civil_servant_公務員,2015-03-31 16:00:00,2015-04-03 17:00:00,2015-04-03 18:00:00,2015-04-03 17:00:00,2015-04-03 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,18.9,0.0
1040,USR-02827,STN-00196,大嶽安城 御幸ステーション,STN-00196,大嶽安城 御幸ステーション,P-COM,安城市0み406,F01140277,71.65,1169.7935,45,048fc482973b80,male_男性,office_worker_会社員,2015-03-31 16:00:00,2015-04-02 12:00:00,2015-04-02 15:00:00,2015-04-02 11:00:00,2015-04-02 13:00:00,34.960998,137.08374,34.960998,137.08374,errand,18.9,0.0
1041,USR-02826,STN-00196,大嶽安城 御幸ステーション,STN-00196,大嶽安城 御幸ステーション,P-COM,安城市0み406,F01140277,111.183333333,1543.2401,45,048fc482973b80,male_男性,office_worker_会社員,2015-03-31 16:00:00,2015-04-01 12:00:00,2015-04-01 18:00:00,2015-04-01 11:00:00,2015-04-01 13:00:00,34.960998,137.08374,34.960998,137.08374,errand,18.9,0.0
1042,USR-02814,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み402,402,8.58333333333,109.5784,48,04a92482973b84,male_男性,civil_servant_公務員,2015-03-30 16:00:00,2015-04-02 17:00:00,2015-04-02 19:00:00,2015-04-02 17:00:00,2015-04-02 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,20.9,0.0
1043,USR-02813,STN-00204,ＪＲ安城駅前第１駐車場,STN-00193,ドミー安城横山店,B-COM,安城市0み411,411,7.63333333333,123.8353,48,04a92482973b84,male_男性,civil_servant_公務員,2015-03-30 16:00:00,2015-03-31 09:00:00,2015-03-31 12:00:00,2015-03-31 10:00:00,2015-03-31 10:00:00,34.95951,137.087292,34.95995552,137.0733101,commute,20.9,0.0
1044,USR-02788,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み401,401,6.71666666667,127.7714,48,04a92482973b84,male_男性,civil_servant_公務員,2015-03-29 01:00:00,2015-04-01 17:00:00,2015-04-01 18:00:00,2015-04-01 17:00:00,2015-04-01 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,10.7,0.0
1045,USR-02787,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み402,402,6.68333333333,107.633,48,04a92482973b84,male_男性,civil_servant_公務員,2015-03-29 01:00:00,2015-03-31 17:00:00,2015-03-31 18:00:00,2015-03-31 17:00:00,2015-03-31 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,10.7,0.0
1046,USR-02786,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み402,402,7.88333333333,130.4035,48,04a92482973b84,male_男性,civil_servant_公務員,2015-03-29 01:00:00,2015-03-30 17:00:00,2015-03-30 18:00:00,2015-03-30 17:00:00,2015-03-30 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,10.7,0.0
1047,USR-02683,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み404,404,5.25,136.2799,48,04a92482973b84,male_男性,civil_servant_公務員,2015-03-20 23:00:00,2015-03-27 17:00:00,2015-03-27 18:00:00,2015-03-27 17:00:00,2015-03-27 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,11.3,0.0
1048,USR-02682,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み406,F01140277,5.76666666667,149.281,48,04a92482973b84,male_男性,civil_servant_公務員,2015-03-20 23:00:00,2015-03-26 17:00:00,2015-03-26 18:00:00,2015-03-26 17:00:00,2015-03-26 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,11.3,0.0
1049,USR-02681,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み401,401,8.08333333333,136.9485,48,04a92482973b84,male_男性,civil_servant_公務員,2015-03-20 23:00:00,2015-03-25 17:00:00,2015-03-25 18:00:00,2015-03-25 17:00:00,2015-03-25 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,11.3,0.0
1050,USR-02680,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み401,401,5.3,141.4849,48,04a92482973b84,male_男性,civil_servant_公務員,2015-03-20 23:00:00,2015-03-24 17:00:00,2015-03-24 18:00:00,2015-03-24 17:00:00,2015-03-24 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,11.3,0.0
1051,USR-02728,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み402,402,11.3833333333,95.584,60,0455ba82973b80,male_男性,other,2015-03-24 15:00:00,2015-03-27 12:00:00,2015-03-27 14:00:00,2015-03-27 12:00:00,2015-03-27 13:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,10.7,0.0
1052,USR-02729,STN-00198,安城市役所,STN-00198,安城市役所,B-COM,安城市み410,410,99.3666666667,261.386,49,04cbc682973b80,,,2015-03-24 15:00:00,2015-03-24 17:00:00,2015-03-24 20:00:00,2015-03-24 17:00:00,2015-03-24 19:00:00,34.95856945,137.0797999,34.95856945,137.0797999,errand,10.7,0.0
1053,USR-02650,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み404,404,9.51666666667,97.2176,60,0455ba82973b80,male_男性,other,2015-03-18 20:00:00,2015-03-23 10:00:00,2015-03-23 11:00:00,2015-03-23 10:00:00,2015-03-23 10:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,14.9,5.0
1054,USR-02558,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み404,404,5.63333333333,157.4305,48,04a92482973b84,male_男性,civil_servant_公務員,2015-03-13 09:00:00,2015-03-19 17:00:00,2015-03-19 18:00:00,2015-03-19 17:00:00,2015-03-19 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,5.3,0.0
1055,USR-02557,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み404,404,6.86666666667,144.8237,48,04a92482973b84,male_男性,civil_servant_公務員,2015-03-13 09:00:00,2015-03-18 17:00:00,2015-03-18 18:00:00,2015-03-18 17:00:00,2015-03-18 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,5.3,0.0
1056,USR-02649,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み402,402,9.66666666667,84.8326,60,0455ba82973b80,male_男性,other,2015-03-18 19:00:00,2015-03-19 13:00:00,2015-03-19 14:00:00,2015-03-19 13:00:00,2015-03-19 13:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,15.0,0.5
1057,USR-02648,STN-00191,エコセンター安城,STN-00191,エコセンター安城,P-COM,安城市0み405,F01140273,85.3166666667,409.724,42,0499c182973b80,female_女性,housewife_主婦,2015-03-18 19:00:00,2015-03-25 10:00:00,2015-03-25 13:00:00,2015-03-25 10:00:00,2015-03-25 11:00:00,34.96174153,137.0845843,34.96174153,137.0845843,errand,15.0,0.5
1058,USR-02556,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み401,401,6.7,127.3364,48,04a92482973b84,male_男性,civil_servant_公務員,2015-03-13 08:00:00,2015-03-17 17:00:00,2015-03-17 19:00:00,2015-03-17 17:00:00,2015-03-17 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,3.0,0.0
1059,USR-02555,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み402,402,7.18333333333,125.122,48,04a92482973b84,male_男性,civil_servant_公務員,2015-03-13 08:00:00,2015-03-16 17:00:00,2015-03-16 18:00:00,2015-03-16 17:00:00,2015-03-16 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,3.0,0.0
1060,USR-02520,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み404,404,7.71666666667,125.5258,48,04a92482973b84,male_男性,civil_servant_公務員,2015-03-09 17:00:00,2015-03-13 17:00:00,2015-03-13 18:00:00,2015-03-13 17:00:00,2015-03-13 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,11.2,1.5
1061,USR-02521,STN-00198,安城市役所,STN-00201,碧海信用金庫南安城店,P-COM,安城市0み406,F01140277,6.85,96.4591,49,04cbc682973b80,,,2015-03-09 17:00:00,2015-03-09 19:00:00,2015-03-09 20:00:00,2015-03-09 19:00:00,2015-03-09 19:00:00,34.95856945,137.0797999,34.954064,137.091118,commute,11.2,1.5
1062,USR-02478,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み404,404,8.55,119.7991,36,0425bb82973b81,male_男性,office_worker_会社員,2015-03-06 17:00:00,2015-03-13 10:00:00,2015-03-13 11:00:00,2015-03-13 10:00:00,2015-03-13 10:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,9.6,0.0
1063,USR-02477,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み405,F01140273,8.71666666667,117.1403,48,04a92482973b84,male_男性,civil_servant_公務員,2015-03-06 16:00:00,2015-03-12 17:00:00,2015-03-12 18:00:00,2015-03-12 17:00:00,2015-03-12 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,9.8,0.0
1064,USR-02476,STN-00198,安城市役所,STN-00198,安城市役所,B-COM,安城市み409,409,26.1166666667,431.1645,49,04cbc682973b80,,,2015-03-06 16:00:00,2015-03-06 16:00:00,2015-03-06 17:00:00,2015-03-06 16:00:00,2015-03-06 17:00:00,34.95856945,137.0797999,34.95856945,137.0797999,errand,9.8,0.0
1065,USR-02458,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み406,F01140277,7.23333333333,146.2848,48,04a92482973b84,male_男性,civil_servant_公務員,2015-03-05 17:00:00,2015-03-11 17:00:00,2015-03-11 18:00:00,2015-03-11 17:00:00,2015-03-11 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,7.2,0.0
1066,USR-02457,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み406,F01140277,6.43333333333,156.8398,48,04a92482973b84,male_男性,civil_servant_公務員,2015-03-05 17:00:00,2015-03-10 17:00:00,2015-03-10 18:00:00,2015-03-10 17:00:00,2015-03-10 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,7.2,0.0
1067,USR-02456,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み403,403,5.33333333333,143.8984,48,04a92482973b84,male_男性,civil_servant_公務員,2015-03-05 17:00:00,2015-03-09 17:00:00,2015-03-09 18:00:00,2015-03-09 17:00:00,2015-03-09 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,7.2,0.0
1068,USR-02530,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み405,F01140273,158.5,136.5807,36,0425bb82973b81,male_男性,office_worker_会社員,2015-03-10 17:00:00,2015-03-11 10:00:00,2015-03-11 13:00:00,2015-03-11 10:00:00,2015-03-11 12:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,2.6,0.0
1069,USR-02531,STN-00204,ＪＲ安城駅前第１駐車場,STN-00193,ドミー安城横山店,P-COM,安城市0み406,F01140277,22.3833333333,279.3912,36,0425bb82973b81,male_男性,office_worker_会社員,2015-03-10 17:00:00,2015-03-11 14:00:00,2015-03-11 16:00:00,2015-03-11 14:00:00,2015-03-11 14:00:00,34.95951,137.087292,34.95995552,137.0733101,commute,2.6,0.0
1070,USR-02408,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み401,401,5.83333333333,139.7798,48,04a92482973b84,male_男性,civil_servant_公務員,2015-03-02 08:00:00,2015-03-05 17:00:00,2015-03-05 18:00:00,2015-03-05 17:00:00,2015-03-05 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,6.8,0.0
1071,USR-02407,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み406,F01140277,6.06666666667,153.7202,48,04a92482973b84,male_男性,civil_servant_公務員,2015-03-02 08:00:00,2015-03-04 17:00:00,2015-03-04 18:00:00,2015-03-04 17:00:00,2015-03-04 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,6.8,0.0
1072,USR-02405,STN-00204,ＪＲ安城駅前第１駐車場,STN-00198,安城市役所,P-COM,安城市0み407,407,32.85,322.5312,41,0443be82973b80,male_男性,civil_servant_公務員,2015-03-02 08:00:00,2015-03-02 17:00:00,2015-03-02 19:00:00,2015-03-02 17:00:00,2015-03-02 18:00:00,34.95951,137.087292,34.95856945,137.0797999,commute,6.8,0.0
1073,USR-02254,STN-00193,ドミー安城横山店,STN-00204,ＪＲ安城駅前第１駐車場,P-COM,安城市0み405,F01140273,7.35,139.215,48,04a92482973b84,male_男性,civil_servant_公務員,2015-02-22 09:00:00,2015-02-27 17:00:00,2015-02-27 18:00:00,2015-02-27 17:00:00,2015-02-27 17:00:00,34.95995552,137.0733101,34.95951,137.087292,commute,8.7,0.0
