row_i,rsrv_no,station_in,station_name_in,station_out,station_name_out,veh_type,veh_reg,veh_no,trip_duration,enrg_used,age_driver,id,gender,profes,time_rsrv,time_dep,time_pln_arr,time_in,time_out,lat_in,lng_in,lat_out,lng_out,commute,tempCelcius,rainfall-mm
1971,USR-06642,STN-00195,中央図書館,STN-00240,サークルK安城宮前店,P-COM,安城市0み424,424,14.05,204.2938,25,04528a92752f80,male_男性,civil_servant_公務員,2016-02-06 19:00:00,2016-02-06 19:00:00,2016-02-06 20:00:00,2016-02-06 19:00:00,2016-02-06 19:00:00,34.94673564,137.0765226,34.9486365,137.0933813,commute,5.8,0.0
1972,USR-06110,STN-00195,中央図書館,STN-00240,サークルK安城宮前店,P-COM,安城市0み413,413,61.0333333333,674.4937,28,0414c082973b81,male_男性,office_worker_会社員,2015-11-15 16:00:00,2015-11-15 16:00:00,2015-11-15 18:00:00,2015-11-15 16:00:00,2015-11-15 17:00:00,34.94673564,137.0765226,34.9486365,137.0933813,commute,20.5,0.0
1973,USR-06113,STN-00229,サークルK東刈谷駅北口店,STN-00229,サークルK東刈谷駅北口店,P-COM,安城市0み404,404,12.95,189.5657,39,0450c182973b80,male_男性,self_employed_自営業,2015-11-15 16:00:00,2015-11-15 16:00:00,2015-11-15 17:00:00,2015-11-15 17:00:00,2015-11-15 17:00:00,34.9789463,137.0450584,34.9789463,137.0450584,errand,20.5,0.0
1974,USR-06112,STN-00204,ＪＲ安城駅前第１駐車場,STN-00233,サークルK安城横山南店,B-COM,安城市み410,410,16.3666666667,222.4285,45,04087f82973b80,male_男性,office_worker_会社員,2015-11-15 16:00:00,2015-11-15 16:00:00,2015-11-15 17:00:00,2015-11-15 16:00:00,2015-11-15 17:00:00,34.95951,137.087292,34.9548457,137.0677492,commute,20.5,0.0
1975,USR-06111,STN-00195,中央図書館,STN-00195,中央図書館,P-COM,安城市0み431,431,58.85,798.753,27,0433bf82973b80,male_男性,office_worker_会社員,2015-11-15 16:00:00,2015-11-15 16:00:00,2015-11-15 17:00:00,2015-11-15 16:00:00,2015-11-15 17:00:00,34.94673564,137.0765226,34.94673564,137.0765226,errand,20.5,0.0
1976,USR-06601,STN-00248,アピタ安城南店,STN-00240,サークルK安城宮前店,P-COM,安城市0み429,429,10.9666666667,223.9943,37,041cb0928f3681,male_男性,office_worker_会社員,2016-01-30 19:00:00,2016-01-30 19:00:00,2016-01-30 20:00:00,2016-01-30 19:00:00,2016-01-30 19:00:00,34.920527,137.087673,34.9486365,137.0933813,commute,8.6,0.0
1977,USR-06370,STN-00248,アピタ安城南店,STN-00240,サークルK安城宮前店,P-COM,安城市0み412,412,11.5333333333,274.9686,43,04690682973b84,male_男性,office_worker_会社員,2015-12-19 09:00:00,2015-12-19 09:00:00,2015-12-19 10:00:00,2015-12-19 09:00:00,2015-12-19 10:00:00,34.920527,137.087673,34.9486365,137.0933813,commute,7.7,0.0
1978,USR-06369,STN-00233,サークルK安城横山南店,STN-00238,サークルK安城堀内店,P-COM,安城市0み423,423,11.0166666667,204.6649,42,048c05928f3684,male_男性,office_worker_会社員,2015-12-19 09:00:00,2015-12-19 09:00:00,2015-12-19 10:00:00,2015-12-19 09:00:00,2015-12-19 10:00:00,34.9548457,137.0677492,34.9320074,137.089064,commute,7.7,0.0
1979,USR-07577,STN-00198,安城市役所,STN-00240,サークルK安城宮前店,P-COM,安城市0み403,403,6.73333333333,116.1788,51,04e65e92752f80,male_男性,civil_servant_公務員,2016-05-30 19:00:00,2016-05-30 19:00:00,2016-05-30 19:00:00,2016-05-30 19:00:00,2016-05-30 19:00:00,34.95856945,137.0797999,34.9486365,137.0933813,commute,20.6,0.5
1980,USR-07578,STN-00204,ＪＲ安城駅前第１駐車場,STN-00248,アピタ安城南店,P-COM,安城市0み416,416,14.6666666667,321.7415,47,0436a9928f3680,female_女性,office_worker_会社員,2016-05-30 19:00:00,2016-05-30 19:00:00,2016-05-30 19:00:00,2016-05-30 19:00:00,2016-05-30 19:00:00,34.95951,137.087292,34.920527,137.087673,commute,20.6,0.5
1981,USR-07367,STN-00198,安城市役所,STN-00240,サークルK安城宮前店,P-COM,安城市0み417,417,9.2,107.1298,51,04e65e92752f80,male_男性,civil_servant_公務員,2016-05-10 18:00:00,2016-05-10 18:00:00,2016-05-10 19:00:00,2016-05-10 18:00:00,2016-05-10 18:00:00,34.95856945,137.0797999,34.9486365,137.0933813,commute,18.2,0.0
1982,USR-07368,STN-00204,ＪＲ安城駅前第１駐車場,STN-00255,総合運動公園ソーラーステーション,P-COM,安城市0み414,414,9.33333333333,167.8513,48,04f5ea928f3680,male_男性,office_worker_会社員,2016-05-10 18:00:00,2016-05-10 18:00:00,2016-05-10 19:00:00,2016-05-10 19:00:00,2016-05-10 19:00:00,34.95951,137.087292,,,commute,18.2,0.0
1983,USR-07307,STN-00198,安城市役所,STN-00240,サークルK安城宮前店,P-COM,安城市0み401,401,7.31666666667,108.4996,51,04e65e92752f80,male_男性,civil_servant_公務員,2016-05-06 17:00:00,2016-05-06 17:00:00,2016-05-06 18:00:00,2016-05-06 18:00:00,2016-05-06 18:00:00,34.95856945,137.0797999,34.9486365,137.0933813,commute,15.1,1.0
1984,USR-06809,STN-00198,安城市役所,STN-00240,サークルK安城宮前店,P-COM,安城市0み424,424,9.01666666667,124.5251,50,04e65e92752f80,male_男性,civil_servant_公務員,2016-03-09 17:00:00,2016-03-09 17:00:00,2016-03-09 18:00:00,2016-03-09 17:00:00,2016-03-09 17:00:00,34.95856945,137.0797999,34.9486365,137.0933813,commute,10.1,1.5
1985,USR-06595,STN-00198,安城市役所,STN-00240,サークルK安城宮前店,P-COM,安城市0み414,414,8.65,138.5906,50,04e65e92752f80,male_男性,civil_servant_公務員,2016-01-29 18:00:00,2016-01-29 18:00:00,2016-01-29 19:00:00,2016-01-29 18:00:00,2016-01-29 18:00:00,34.95856945,137.0797999,34.9486365,137.0933813,commute,7.7,1.5
1986,USR-06594,STN-00204,ＪＲ安城駅前第１駐車場,STN-00236,サークルK安城警察署西店,P-COM,安城市0み427,427,16.55,122.7939,48,0493ac92752f80,male_男性,office_worker_会社員,2016-01-29 18:00:00,2016-01-29 18:00:00,2016-01-29 19:00:00,2016-01-29 18:00:00,2016-01-29 18:00:00,34.95951,137.087292,34.95937554,137.0719136,commute,7.7,1.5
1987,USR-06390,STN-00198,安城市役所,STN-00240,サークルK安城宮前店,P-COM,安城市0み407,407,9.76666666667,121.6326,50,04e65e92752f80,male_男性,civil_servant_公務員,2015-12-21 18:00:00,2015-12-21 18:00:00,2015-12-21 19:00:00,2015-12-21 18:00:00,2015-12-21 18:00:00,34.95856945,137.0797999,34.9486365,137.0933813,commute,8.1,0.0
1988,USR-06389,STN-00204,ＪＲ安城駅前第１駐車場,STN-00236,サークルK安城警察署西店,B-COM,安城市み409,409,10.1166666667,115.2995,40,046617928f3684,female_女性,office_worker_会社員,2015-12-21 18:00:00,2015-12-21 18:00:00,2015-12-21 18:00:00,2015-12-21 18:00:00,2015-12-21 18:00:00,34.95951,137.087292,34.95937554,137.0719136,commute,8.1,0.0
1989,USR-06294,STN-00198,安城市役所,STN-00240,サークルK安城宮前店,P-COM,安城市0み431,431,8.43333333333,109.6994,50,04e65e92752f80,male_男性,civil_servant_公務員,2015-12-03 17:00:00,2015-12-03 17:00:00,2015-12-03 18:00:00,2015-12-03 17:00:00,2015-12-03 18:00:00,34.95856945,137.0797999,34.9486365,137.0933813,commute,11.7,0.0
1990,USR-06205,STN-00198,安城市役所,STN-00240,サークルK安城宮前店,P-COM,安城市0み404,404,8.38333333333,108.7354,50,04e65e92752f80,male_男性,civil_servant_公務員,2015-11-25 18:00:00,2015-11-25 18:00:00,2015-11-25 19:00:00,2015-11-25 18:00:00,2015-11-25 18:00:00,34.95856945,137.0797999,34.9486365,137.0933813,commute,8.9,0.5
1991,USR-05583,STN-00198,安城市役所,STN-00240,サークルK安城宮前店,P-COM,安城市0み428,428,31.3833333333,174.389,34,04a6c682973b80,male_男性,civil_servant_公務員,2015-10-09 18:00:00,2015-10-09 18:00:00,2015-10-09 19:00:00,2015-10-09 18:00:00,2015-10-09 18:00:00,34.95856945,137.0797999,34.9486365,137.0933813,commute,20.8,0.0
1992,USR-05584,STN-00204,ＪＲ安城駅前第１駐車場,STN-00238,サークルK安城堀内店,P-COM,安城市0み429,429,26.7833333333,206.2044,52,04bdbe82973b80,male_男性,office_worker_会社員,2015-10-09 18:00:00,2015-10-09 18:00:00,2015-10-09 20:00:00,2015-10-09 18:00:00,2015-10-09 19:00:00,34.95951,137.087292,34.9320074,137.089064,commute,20.8,0.0
1993,USR-06805,STN-00229,サークルK東刈谷駅北口店,STN-00240,サークルK安城宮前店,P-COM,安城市0み402,402,17.2833333333,398.8746,44,0410a5928f3681,male_男性,office_worker_会社員,2016-03-08 19:00:00,2016-03-08 19:00:00,2016-03-08 19:00:00,2016-03-08 19:00:00,2016-03-08 19:00:00,34.9789463,137.0450584,34.9486365,137.0933813,commute,15.9,0.0
1994,USR-07216,STN-00223,ビレッジ開発本社,STN-00240,サークルK安城宮前店,P-COM,安城市0み405,405,22.9166666667,421.5212,32,049bee928f3680,,,2016-04-25 14:00:00,2016-04-25 14:00:00,2016-04-25 15:00:00,2016-04-25 14:00:00,2016-04-25 15:00:00,34.96831091,137.0565222,34.9486365,137.0933813,commute,22.5,0.0
1995,USR-06692,STN-00233,サークルK安城横山南店,STN-00240,サークルK安城宮前店,P-COM,安城市0み402,402,11.8166666667,288.3795,46,04b13092752f80,male_男性,civil_servant_公務員,2016-02-19 13:00:00,2016-02-19 13:00:00,2016-02-19 13:00:00,2016-02-19 13:00:00,2016-02-19 13:00:00,34.9548457,137.0677492,34.9486365,137.0933813,commute,13.1,0.0
1996,USR-06167,STN-00250,二本木公民館,STN-00240,サークルK安城宮前店,P-COM,安城市0み418,418,20.1166666667,298.3377,32,04db8f92752f80,male_男性,office_worker_会社員,2015-11-22 13:00:00,2015-11-22 13:00:00,2015-11-22 14:00:00,2015-11-22 13:00:00,2015-11-22 14:00:00,34.972510,137.055994,34.9486365,137.0933813,commute,18.6,0.0
1997,USR-06166,STN-00249,北部公民館,STN-00242,松井整形外科,P-COM,安城市0み429,429,45.75,375.019,33,0455c482973b80,female_女性,office_worker_会社員,2015-11-22 13:00:00,2015-11-22 13:00:00,2015-11-22 14:00:00,2015-11-22 13:00:00,2015-11-22 14:00:00,34.992919,137.090618,34.95535948,137.0933699,commute,18.6,0.0
1998,USR-05855,STN-00222,市民交流センター,STN-00240,サークルK安城宮前店,P-COM,安城市0み428,428,140.133333333,251.7295,42,042fc082973b80,male_男性,office_worker_会社員,2015-10-25 09:00:00,2015-10-25 09:00:00,2015-10-25 12:00:00,2015-10-25 10:00:00,2015-10-25 12:00:00,34.96323548,137.0846516,34.9486365,137.0933813,commute,16.4,0.0
1999,USR-05854,STN-00225,大見工業,STN-00225,大見工業,P-COM,安城市0み420,420,41.0666666667,543.5613,37,0411f8928f3681,male_男性,civil_servant_公務員,2015-10-25 09:00:00,2015-10-25 09:00:00,2015-10-25 10:00:00,2015-10-25 09:00:00,2015-10-25 10:00:00,34.95852753,137.0987348,34.95852753,137.0987348,errand,16.4,0.0
2000,USR-07006,STN-00202,碧海信用金庫本店,STN-00240,サークルK安城宮前店,P-COM,安城市0み404,404,6.55,85.1852,51,04e65e92752f80,male_男性,civil_servant_公務員,2016-04-04 18:00:00,2016-04-04 18:00:00,2016-04-04 19:00:00,2016-04-04 19:00:00,2016-04-04 19:00:00,34.95775399,137.0852319,34.9486365,137.0933813,commute,18.6,0.0
2001,USR-07007,STN-00204,ＪＲ安城駅前第１駐車場,STN-00238,サークルK安城堀内店,P-COM,安城市0み430,430,11.35,246.02,57,044efe82973b80,male_男性,office_worker_会社員,2016-04-04 18:00:00,2016-04-04 18:00:00,2016-04-04 19:00:00,2016-04-04 19:00:00,2016-04-04 19:00:00,34.95951,137.087292,34.9320074,137.089064,commute,18.6,0.0
2002,USR-06937,STN-00240,サークルK安城宮前店,STN-00231,サークルK安城桜町店,P-COM,安城市0み429,429,15.2333333333,206.6975,48,048228928f3684,female_女性,housewife_主婦,2016-03-27 14:00:00,2016-03-27 14:00:00,2016-03-27 15:00:00,2016-03-27 15:00:00,2016-03-27 15:00:00,34.9486365,137.0933813,34.96348356,137.0759237,commute,16.4,0.0
2003,USR-06936,STN-00251,歴史博物館,STN-00251,歴史博物館,P-COM,安城市0み428,428,10.5333333333,6.7512,49,04cbc682973b80,,,2016-03-27 14:00:00,2016-03-27 14:00:00,2016-03-27 15:00:00,2016-03-27 14:00:00,2016-03-27 14:00:00,34.946168,137.098139,34.946168,137.098139,errand,16.4,0.0
2004,USR-06935,STN-00251,歴史博物館,STN-00251,歴史博物館,P-COM,安城市0み428,428,22.5333333333,7.7,49,04cbc682973b80,,,2016-03-27 14:00:00,2016-03-27 14:00:00,2016-03-27 16:00:00,2016-03-27 14:00:00,2016-03-27 14:00:00,34.946168,137.098139,34.946168,137.098139,errand,16.4,0.0
2005,USR-06397,STN-00240,サークルK安城宮前店,STN-00231,サークルK安城桜町店,P-COM,安城市0み401,401,13.4166666667,198.4339,32,04db8f92752f80,male_男性,office_worker_会社員,2015-12-22 11:00:00,2015-12-22 11:00:00,2015-12-22 11:00:00,2015-12-22 11:00:00,2015-12-22 11:00:00,34.9486365,137.0933813,34.96348356,137.0759237,commute,12.6,0.0
2006,USR-06398,STN-00231,サークルK安城桜町店,STN-00224,ぷらざ三河安城,P-COM,安城市0み402,402,8.56666666667,107.5563,32,04db8f92752f80,male_男性,office_worker_会社員,2015-12-22 11:00:00,2015-12-22 11:00:00,2015-12-22 12:00:00,2015-12-22 11:00:00,2015-12-22 11:00:00,34.96348356,137.0759237,34.96519928,137.0599055,commute,12.6,0.0
2007,USR-06560,STN-00204,ＪＲ安城駅前第１駐車場,STN-00231,サークルK安城桜町店,P-COM,安城市0み422,422,7.41666666667,84.3497,43,044e09928f3684,male_男性,office_worker_会社員,2016-01-24 11:00:00,2016-01-24 11:00:00,2016-01-24 11:00:00,2016-01-24 11:00:00,2016-01-24 11:00:00,34.95951,137.087292,34.96348356,137.0759237,commute,0.7,0.0
2008,USR-06530,STN-00204,ＪＲ安城駅前第１駐車場,STN-00231,サークルK安城桜町店,P-COM,安城市0み425,425,10.1166666667,84.8039,20,0409c7928f3681,female_女性,student_学生,2016-01-19 17:00:00,2016-01-19 17:00:00,2016-01-19 18:00:00,2016-01-19 17:00:00,2016-01-19 17:00:00,34.95951,137.087292,34.96348356,137.0759237,commute,3.6,0.0
2009,USR-06531,STN-00248,アピタ安城南店,STN-00244,グランドティアラ,P-COM,安城市0み401,401,25.2,530.3396,37,041cb0928f3681,male_男性,office_worker_会社員,2016-01-19 17:00:00,2016-01-19 17:00:00,2016-01-19 18:00:00,2016-01-19 17:00:00,2016-01-19 18:00:00,34.920527,137.087673,34.96775869,137.0598645,commute,3.6,0.0
2010,USR-06422,STN-00204,ＪＲ安城駅前第１駐車場,STN-00231,サークルK安城桜町店,P-COM,安城市0み420,420,60.0666666667,703.933,35,04238a92752f81,male_男性,office_worker_会社員,2015-12-26 11:00:00,2015-12-26 11:00:00,2015-12-26 12:00:00,2015-12-26 11:00:00,2015-12-26 12:00:00,34.95951,137.087292,34.96348356,137.0759237,commute,10.3,0.0
2011,USR-07401,STN-00195,中央図書館,STN-00231,サークルK安城桜町店,P-COM,安城市0み404,404,23.95,175.3194,48,048228928f3684,female_女性,housewife_主婦,2016-05-14 11:00:00,2016-05-14 11:00:00,2016-05-14 12:00:00,2016-05-14 11:00:00,2016-05-14 12:00:00,34.94673564,137.0765226,34.96348356,137.0759237,commute,25.0,0.0
2012,USR-06766,STN-00195,中央図書館,STN-00231,サークルK安城桜町店,P-COM,安城市0み402,402,23.15,192.8064,56,0440ba82973b80,,,2016-03-01 12:00:00,2016-03-01 12:00:00,2016-03-01 13:00:00,2016-03-01 12:00:00,2016-03-01 12:00:00,34.94673564,137.0765226,34.96348356,137.0759237,commute,5.8,0.0
2013,USR-07202,STN-00244,グランドティアラ,STN-00231,サークルK安城桜町店,P-COM,安城市0み430,430,17.6166666667,170.1556,43,044e09928f3684,male_男性,office_worker_会社員,2016-04-23 14:00:00,2016-04-23 14:00:00,2016-04-23 15:00:00,2016-04-23 14:00:00,2016-04-23 15:00:00,34.96775869,137.0598645,34.96348356,137.0759237,commute,22.7,0.0
2014,USR-06284,STN-00244,グランドティアラ,STN-00231,サークルK安城桜町店,P-COM,安城市0み402,402,7.21666666667,152.8811,29,04ecc482973b80,male_男性,office_worker_会社員,2015-12-02 16:00:00,2015-12-02 16:00:00,2015-12-02 16:00:00,2015-12-02 16:00:00,2015-12-02 16:00:00,34.96775869,137.0598645,34.96348356,137.0759237,commute,15.0,0.0
2015,USR-06049,STN-00244,グランドティアラ,STN-00231,サークルK安城桜町店,P-COM,安城市0み429,429,10.4333333333,140.2103,29,04ecc482973b80,male_男性,office_worker_会社員,2015-11-06 17:00:00,2015-11-06 17:00:00,2015-11-06 17:00:00,2015-11-06 17:00:00,2015-11-06 17:00:00,34.96775869,137.0598645,34.96348356,137.0759237,commute,20.4,0.0
2016,USR-06050,STN-00195,中央図書館,STN-00202,碧海信用金庫本店,B-COM,安城市0み411,411,12.2,116.4028,51,0440c482973b80,,,2015-11-06 17:00:00,2015-11-06 17:00:00,2015-11-06 18:00:00,2015-11-06 17:00:00,2015-11-06 17:00:00,34.94673564,137.0765226,34.95775399,137.0852319,commute,20.4,0.0
2017,USR-06019,STN-00244,グランドティアラ,STN-00231,サークルK安城桜町店,P-COM,安城市0み403,403,12.2833333333,176.4004,29,04ecc482973b80,male_男性,office_worker_会社員,2015-11-03 11:00:00,2015-11-03 11:00:00,2015-11-03 12:00:00,2015-11-03 12:00:00,2015-11-03 12:00:00,34.96775869,137.0598645,34.96348356,137.0759237,commute,18.6,0.0
2018,USR-06806,STN-00201,碧海信用金庫南安城店,STN-00231,サークルK安城桜町店,P-COM,安城市0み401,401,7.68333333333,92.9639,36,048ef6928f3680,,,2016-03-09 07:00:00,2016-03-09 07:00:00,2016-03-09 07:00:00,2016-03-09 07:00:00,2016-03-09 07:00:00,34.954064,137.091118,34.96348356,137.0759237,commute,11.5,0.0
2019,USR-06195,STN-00247,八千代病院,STN-00231,サークルK安城桜町店,P-COM,安城市0み401,401,10.2666666667,251.5493,37,04d1c482973b80,female_女性,housewife_主婦,2015-11-25 11:00:00,2015-11-25 11:00:00,2015-11-25 11:00:00,2015-11-25 11:00:00,2015-11-25 11:00:00,34.986649,137.080223,34.96348356,137.0759237,commute,12.0,0.0
2020,USR-06196,STN-00231,サークルK安城桜町店,STN-00195,中央図書館,P-COM,安城市0み401,401,11.2,159.3309,37,04d1c482973b80,female_女性,housewife_主婦,2015-11-25 11:00:00,2015-11-25 11:00:00,2015-11-25 12:00:00,2015-11-25 11:00:00,2015-11-25 11:00:00,34.96348356,137.0759237,34.94673564,137.0765226,commute,12.0,0.0
2021,USR-06960,STN-00223,ビレッジ開発本社,STN-00231,サークルK安城桜町店,P-COM,安城市0み413,413,31.6,350.61,32,04db8f92752f80,male_男性,office_worker_会社員,2016-03-31 15:00:00,2016-03-31 15:00:00,2016-03-31 16:00:00,2016-03-31 15:00:00,2016-03-31 16:00:00,34.96831091,137.0565222,34.96348356,137.0759237,commute,20.6,0.0
2022,USR-05912,STN-00231,サークルK安城桜町店,STN-00231,サークルK安城桜町店,P-COM,安城市0み429,429,65.8,256.1868,51,041ec382973b80,female_女性,other,2015-10-28 09:00:00,2015-10-28 10:00:00,2015-10-28 13:00:00,2015-10-28 10:00:00,2015-10-28 11:00:00,34.96348356,137.0759237,34.96348356,137.0759237,errand,20.8,0.0
2023,USR-05914,STN-00223,ビレッジ開発本社,STN-00223,ビレッジ開発本社,P-COM,安城市0み422,422,41.4166666667,400.209,68,047f1882973b84,,office_worker_会社員,2015-10-28 09:00:00,2015-10-28 09:00:00,2015-10-28 11:00:00,2015-10-28 09:00:00,2015-10-28 10:00:00,34.96831091,137.0565222,34.96831091,137.0565222,errand,20.8,0.0
2024,USR-05796,STN-00231,サークルK安城桜町店,STN-00231,サークルK安城桜町店,P-COM,安城市0み403,403,1.18333333333,0.0,66,04a3f9928f3680,male_男性,other,2015-10-22 09:00:00,2015-10-22 09:00:00,2015-10-22 11:00:00,2015-10-22 09:00:00,2015-10-22 09:00:00,34.96348356,137.0759237,34.96348356,137.0759237,errand,20.6,0.0
2025,USR-05798,STN-00204,ＪＲ安城駅前第１駐車場,STN-00230,サークルK安城大東町南店,B-COM,安城市み409,409,130.583333333,349.6304,44,0426d182973b81,female_女性,office_worker_会社員,2015-10-22 09:00:00,2015-10-22 10:00:00,2015-10-22 12:00:00,2015-10-22 10:00:00,2015-10-22 12:00:00,34.95951,137.087292,34.96279451,137.0842754,commute,20.6,0.0
2026,USR-05797,STN-00235,サークルK安城池浦店,STN-00235,サークルK安城池浦店,P-COM,安城市0み421,421,114.05,566.2107,63,040ccb928f3681,male_男性,other,2015-10-22 09:00:00,2015-10-22 09:00:00,2015-10-22 12:00:00,2015-10-22 09:00:00,2015-10-22 11:00:00,34.9721043,137.0804115,34.9721043,137.0804115,errand,20.6,0.0
2027,USR-05717,STN-00231,サークルK安城桜町店,STN-00231,サークルK安城桜町店,P-COM,安城市0み403,403,89.9333333333,294.664,53,04c4e5928f3680,female_女性,office_worker_会社員,2015-10-18 07:00:00,2015-10-19 11:00:00,2015-10-19 13:00:00,2015-10-19 11:00:00,2015-10-19 12:00:00,34.96348356,137.0759237,34.96348356,137.0759237,errand,16.7,0.0
2028,USR-05673,STN-00231,サークルK安城桜町店,STN-00231,サークルK安城桜町店,P-COM,安城市0み419,419,82.5666666667,293.9152,56,0440ba82973b80,,,2015-10-15 15:00:00,2015-10-15 15:00:00,2015-10-15 17:00:00,2015-10-15 15:00:00,2015-10-15 16:00:00,34.96348356,137.0759237,34.96348356,137.0759237,errand,22.6,0.0
2029,USR-05675,STN-00244,グランドティアラ,STN-00236,サークルK安城警察署西店,P-COM,安城市0み412,412,123.083333333,459.8672,50,040daf928f3681,female_女性,student_学生,2015-10-15 15:00:00,2015-10-15 15:00:00,2015-10-15 17:00:00,2015-10-15 15:00:00,2015-10-15 17:00:00,34.96775869,137.0598645,34.95937554,137.0719136,commute,22.6,0.0
2030,USR-05672,STN-00236,サークルK安城警察署西店,STN-00224,ぷらざ三河安城,P-COM,安城市0み426,426,7.23333333333,118.8354,50,040daf928f3681,female_女性,student_学生,2015-10-15 15:00:00,2015-10-15 15:00:00,2015-10-15 15:00:00,2015-10-15 15:00:00,2015-10-15 15:00:00,34.95937554,137.0719136,34.96519928,137.0599055,commute,22.6,0.0
2031,USR-05674,STN-00224,ぷらざ三河安城,STN-00224,ぷらざ三河安城,P-COM,安城市0み417,417,154.8,568.8814,66,04abc9928f3680,female_女性,housewife_主婦,2015-10-15 15:00:00,2015-10-15 15:00:00,2015-10-15 18:00:00,2015-10-15 15:00:00,2015-10-15 17:00:00,34.96519928,137.0599055,34.96519928,137.0599055,errand,22.6,0.0
2032,USR-06930,STN-00240,サークルK安城宮前店,STN-00248,アピタ安城南店,P-COM,安城市0み429,429,10.1333333333,268.7701,39,042fcd928f3680,,office_worker_会社員,2016-03-26 15:00:00,2016-03-26 15:00:00,2016-03-26 16:00:00,2016-03-26 15:00:00,2016-03-26 15:00:00,34.9486365,137.0933813,34.920527,137.087673,commute,13.6,0.0
2033,USR-06371,STN-00240,サークルK安城宮前店,STN-00248,アピタ安城南店,P-COM,安城市0み412,412,17.75,302.9409,43,04690682973b84,male_男性,office_worker_会社員,2015-12-19 10:00:00,2015-12-19 10:00:00,2015-12-19 11:00:00,2015-12-19 10:00:00,2015-12-19 11:00:00,34.9486365,137.0933813,34.920527,137.087673,commute,8.9,0.0
2034,USR-07590,STN-00204,ＪＲ安城駅前第１駐車場,STN-00248,アピタ安城南店,P-COM,安城市0み425,425,14.5166666667,232.7988,52,04d5fa928f3680,female_女性,office_worker_会社員,2016-05-31 14:00:00,2016-05-31 14:00:00,2016-05-31 15:00:00,2016-05-31 15:00:00,2016-05-31 15:00:00,34.95951,137.087292,34.920527,137.087673,commute,28.3,0.0
2035,USR-07565,STN-00204,ＪＲ安城駅前第１駐車場,STN-00248,アピタ安城南店,B-COM,安城市0み408,408,21.85,271.7694,64,04297592752f80,female_女性,other,2016-05-29 19:00:00,2016-05-29 19:00:00,2016-05-29 19:00:00,2016-05-29 19:00:00,2016-05-29 19:00:00,34.95951,137.087292,34.920527,137.087673,commute,20.5,0.0
2036,USR-07498,STN-00204,ＪＲ安城駅前第１駐車場,STN-00248,アピタ安城南店,P-COM,安城市0み430,430,16.5166666667,271.9686,52,04d5fa928f3680,female_女性,office_worker_会社員,2016-05-23 12:00:00,2016-05-23 12:00:00,2016-05-23 13:00:00,2016-05-23 12:00:00,2016-05-23 12:00:00,34.95951,137.087292,34.920527,137.087673,commute,30.1,0.0
2037,USR-07353,STN-00204,ＪＲ安城駅前第１駐車場,STN-00248,アピタ安城南店,P-COM,安城市0み429,429,16.55,288.6882,52,04d5fa928f3680,female_女性,office_worker_会社員,2016-05-09 15:00:00,2016-05-09 15:00:00,2016-05-09 15:00:00,2016-05-09 15:00:00,2016-05-09 15:00:00,34.95951,137.087292,34.920527,137.087673,commute,16.6,1.5
2038,USR-07352,STN-00204,ＪＲ安城駅前第１駐車場,STN-00254,安城コロナワールド,P-COM,安城市0み407,407,16.1,177.6072,36,04a12582973b84,,,2016-05-09 15:00:00,2016-05-09 15:00:00,2016-05-09 15:00:00,2016-05-09 15:00:00,2016-05-09 15:00:00,34.95951,137.087292,,,commute,16.6,1.5
2039,USR-07340,STN-00204,ＪＲ安城駅前第１駐車場,STN-00248,アピタ安城南店,P-COM,安城市0み405,405,11.8333333333,403.0589,29,043f8492752f80,,,2016-05-08 17:00:00,2016-05-08 17:00:00,2016-05-08 17:00:00,2016-05-08 17:00:00,2016-05-08 17:00:00,34.95951,137.087292,34.920527,137.087673,commute,22.8,0.0
2040,USR-07339,STN-00248,アピタ安城南店,STN-00224,ぷらざ三河安城,P-COM,安城市0み419,419,15.4833333333,381.7234,37,041cb0928f3681,male_男性,office_worker_会社員,2016-05-08 17:00:00,2016-05-08 17:00:00,2016-05-08 18:00:00,2016-05-08 17:00:00,2016-05-08 17:00:00,34.920527,137.087673,34.96519928,137.0599055,commute,22.8,0.0
2041,USR-07224,STN-00204,ＪＲ安城駅前第１駐車場,STN-00248,アピタ安城南店,P-COM,安城市0み416,416,16.45,270.6638,52,04d5fa928f3680,female_女性,office_worker_会社員,2016-04-26 17:00:00,2016-04-26 17:00:00,2016-04-26 18:00:00,2016-04-26 17:00:00,2016-04-26 18:00:00,34.95951,137.087292,34.920527,137.087673,commute,21.7,0.0
2042,USR-07139,STN-00204,ＪＲ安城駅前第１駐車場,STN-00248,アピタ安城南店,P-COM,安城市0み428,428,15.25,267.1968,52,04d5fa928f3680,female_女性,office_worker_会社員,2016-04-18 15:00:00,2016-04-18 15:00:00,2016-04-18 16:00:00,2016-04-18 15:00:00,2016-04-18 16:00:00,34.95951,137.087292,34.920527,137.087673,commute,17.6,0.0
2043,USR-07062,STN-00204,ＪＲ安城駅前第１駐車場,STN-00248,アピタ安城南店,P-COM,安城市0み420,420,12.7833333333,297.6055,29,043f8492752f80,,,2016-04-10 17:00:00,2016-04-10 17:00:00,2016-04-10 18:00:00,2016-04-10 17:00:00,2016-04-10 17:00:00,34.95951,137.087292,34.920527,137.087673,commute,19.6,0.0
